id,omission_A,addition_A,word_meaning_A,fluency_A,omission_B,addition_B,word_meaning_B,fluency_B,omission_C,addition_C,word_meaning_C,fluency_C,omission_D,addition_D,word_meaning_D,fluency_D
handbook-049,1,1,1.0,1.0,1,0,0.75,0.75,1,1,1.0,1.0,1,0,1.0,1.0
handbook-051,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0
handbook-052,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.0,0.25,1,1,1.0,0.75
handbook-053,1,1,0.75,1.0,1,1,0.75,1.0,1,1,0.5,0.75,1,1,1.0,1.0
handbook-054,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.75,1.0
handbook-055,0,1,0.25,1.0,0,1,0.5,1.0,0,1,0.5,1.0,0,1,0.0,1.0
handbook-056,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75,1,1,0.75,1.0
handbook-057,1,1,1.0,1.0,1,0,0.75,1.0,1,1,1.0,1.0,1,0,0.75,1.0
handbook-058,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.75,1,1,1.0,1.0
handbook-060,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.25,0.75
handbook-061,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.5,0.75,1,1,1.0,1.0
handbook-062,1,0,0.25,1.0,1,0,0.5,0.75,1,0,1.0,1.0,1,0,1.0,1.0
handbook-064,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.75,0.75,1,1,0.75,0.75
handbook-068,1,1,1.0,1.0,1,1,1.0,0.75,1,1,0.5,0.75,1,1,0.75,0.75
handbook-069,0,1,0.5,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-071,1,1,1.0,1.0,1,1,0.5,0.75,1,1,0.25,0.75,1,1,0.25,0.75
handbook-072,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.5,0.75,1,1,1.0,1.0
handbook-074,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.75,0.75,1,1,1.0,1.0
handbook-075,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75
handbook-076,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0
handbook-077,1,1,0.75,1.0,0,1,0.25,0.5,1,1,1.0,1.0,1,1,0.5,0.75
handbook-078,0,1,0.5,0.75,0,1,0.25,0.75,0,1,0.75,0.75,1,0,1.0,1.0
handbook-079,1,1,1.0,1.0,1,0,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-080,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75,1,1,0.25,0.5
handbook-081,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75,1,1,1.0,1.0
handbook-082,1,1,1.0,1.0,0,0,0.0,0.5,1,1,1.0,0.75,1,1,1.0,1.0
handbook-083,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,0.75,1,1,0.75,0.75
handbook-084,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,0,0.0,0.25
handbook-085,1,1,1.0,1.0,1,0,0.75,0.5,1,1,0.75,0.75,1,1,1.0,1.0
handbook-086,0,1,0.5,0.75,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-087,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.0,0.5,1,1,1.0,1.0
handbook-088,0,1,0.5,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-089,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.25,0.75,1,1,1.0,1.0
handbook-090,1,1,1.0,1.0,1,0,0.25,0.5,1,1,0.75,0.75,1,1,1.0,1.0
handbook-091,0,1,1.0,1.0,0,1,1.0,1.0,0,1,0.75,1.0,0,1,1.0,1.0
handbook-092,1,1,1.0,1.0,1,0,0.25,1.0,1,1,0.75,0.75,1,1,1.0,1.0
handbook-093,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75
handbook-094,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.75,1.0,1,1,0.5,0.75
handbook-095,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.75,1.0,1,1,0.25,0.75
handbook-096,0,1,0.5,0.75,1,0,0.5,0.75,1,1,1.0,1.0,1,0,0.75,1.0
handbook-098,0,1,0.0,1.0,0,1,0.75,1.0,0,1,0.0,1.0,0,1,0.5,1.0
handbook-099,1,1,1.0,1.0,1,0,0.75,0.75,1,1,0.75,1.0,1,1,1.0,1.0
handbook-100,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.25,0.75,1,1,1.0,1.0
handbook-101,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.25,0.75
handbook-102,1,0,1.0,1.0,1,0,0.5,0.75,1,0,0.75,0.75,1,0,1.0,1.0
handbook-104,1,1,0.75,1.0,1,1,0.5,1.0,1,1,1.0,0.75,1,1,0.0,0.25
handbook-105,1,1,1.0,1.0,1,0,0.5,1.0,1,1,0.75,0.75,1,1,0.75,0.75
handbook-106,1,1,1.0,1.0,1,1,1.0,0.75,1,1,1.0,0.75,1,1,0.75,0.75
handbook-107,1,1,0.25,0.75,1,1,1.0,0.75,1,1,0.5,0.75,1,1,1.0,0.75
handbook-108,1,0,0.25,1.0,1,0,1.0,1.0,1,0,0.75,1.0,1,0,1.0,1.0
handbook-109,1,1,0.5,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.25
handbook-110,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75
handbook-112,0,1,0.75,1.0,1,1,0.5,0.75,1,1,1.0,1.0,1,1,0.5,0.5
handbook-113,1,1,0.5,1.0,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.25,0.75
handbook-114,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,1.0,1,1,1.0,1.0
handbook-115,1,1,0.5,0.75,1,1,1.0,1.0,1,1,0.5,0.75,1,1,1.0,1.0
handbook-116,1,1,0.75,1.0,1,1,1.0,0.75,1,1,1.0,0.75,1,1,1.0,1.0
handbook-117,0,1,0.5,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75
handbook-118,1,0,1.0,1.0,1,0,1.0,1.0,1,0,0.75,1.0,1,0,0.75,1.0
handbook-121,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,1.0
handbook-122,1,1,1.0,1.0,0,0,0.75,0.75,1,0,0.5,0.5,1,1,1.0,0.75
handbook-123,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-124,1,1,0.75,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-125,1,1,1.0,1.0,1,1,1.0,0.75,1,1,1.0,0.75,1,1,0.75,0.75
handbook-126,1,1,1.0,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.75,0.75
handbook-129,1,1,1.0,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-132,1,1,0.5,1.0,1,1,1.0,1.0,1,1,0.75,1.0,1,1,1.0,1.0
handbook-133,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.5,0.5
handbook-134,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75,1,1,1.0,0.75
handbook-135,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.5,0.75,1,1,0.75,0.75
handbook-136,1,1,1.0,1.0,1,1,0.5,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-137,1,0,1.0,1.0,1,0,0.5,0.75,1,0,1.0,1.0,1,0,1.0,1.0
handbook-139,1,0,0.75,1.0,1,0,1.0,1.0,1,0,0.5,0.75,1,0,0.75,0.75
handbook-140,1,1,1.0,1.0,1,1,0.5,1.0,1,1,0.5,1.0,1,1,0.75,1.0
handbook-141,1,1,1.0,1.0,1,0,0.75,0.75,1,1,0.75,0.75,1,1,1.0,0.75
handbook-142,1,1,0.25,0.75,1,1,0.5,0.75,1,1,0.75,0.75,1,1,0.0,0.75
handbook-143,0,1,0.5,0.75,1,1,0.75,0.75,1,1,0.5,0.5,1,1,1.0,1.0
handbook-144,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-145,1,1,1.0,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-146,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.5,0.75,1,1,0.75,0.75
handbook-147,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-148,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.5,0.75,1,1,1.0,1.0
handbook-149,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.5,0.75
handbook-150,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-151,1,0,0.75,1.0,1,0,0.75,0.75,1,0,0.75,0.75,1,0,0.75,0.75
handbook-152,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,0,1.0,1.0
handbook-153,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-155,1,1,1.0,1.0,1,1,0.25,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-156,1,1,1.0,1.0,1,0,0.5,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-157,1,1,1.0,1.0,1,1,0.75,0.75,0,1,0.5,0.5,1,1,0.5,0.75
handbook-158,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-159,1,1,1.0,1.0,1,1,0.5,0.75,1,1,0.5,0.75,1,1,0.75,1.0
handbook-160,1,0,0.75,0.75,1,0,1.0,1.0,1,0,0.75,0.75,1,0,1.0,1.0
handbook-161,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.75,0.75,1,1,1.0,1.0
handbook-162,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0
handbook-163,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75,1,1,0.75,0.75
handbook-164,1,1,1.0,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-165,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-166,1,1,1.0,1.0,1,1,0.5,0.75,1,1,0.75,0.75,1,1,0.25,1.0
handbook-167,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,1.0
handbook-168,1,1,1.0,1.0,1,1,0.5,0.5,1,1,1.0,1.0,1,1,1.0,1.0
handbook-169,1,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-170,0,1,0.75,1.0,0,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-171,1,1,1.0,1.0,1,0,0.5,0.5,1,1,0.75,0.75,1,1,0.75,0.75
handbook-172,1,1,0.75,0.75,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.75,1.0
handbook-173,1,1,0.75,1.0,1,0,0.25,0.75,1,0,1.0,1.0,1,0,0.5,0.75
handbook-174,1,1,1.0,1.0,1,1,0.5,1.0,1,1,0.75,1.0,1,1,0.75,1.0
handbook-175,1,1,0.75,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.5,0.75
handbook-176,1,1,1.0,1.0,1,0,0.5,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-177,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0,1,0,0.5,0.75
handbook-178,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.25,0.75,1,1,1.0,0.75
handbook-179,1,0,0.5,0.75,1,0,0.75,0.75,1,0,1.0,1.0,1,0,0.75,0.75
handbook-180,1,1,1.0,1.0,1,1,1.0,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-181,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75
handbook-182,1,1,0.75,1.0,1,0,0.5,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-183,1,1,1.0,1.0,1,1,0.5,0.75,1,1,0.75,0.75,1,1,1.0,0.75
handbook-184,1,1,1.0,1.0,1,0,0.5,0.5,1,0,0.25,0.75,1,1,1.0,1.0
handbook-185,1,1,1.0,1.0,0,0,0.0,0.5,1,1,1.0,1.0,1,1,1.0,1.0
handbook-186,0,1,0.75,0.75,1,1,0.75,1.0,0,1,0.5,0.75,1,1,1.0,1.0
handbook-187,1,0,0.75,0.75,1,0,0.5,0.75,1,0,1.0,1.0,1,0,1.0,1.0
handbook-188,1,1,0.5,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0
handbook-189,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75
handbook-190,1,1,1.0,1.0,1,1,0.75,1.0,1,0,0.5,0.5,1,0,0.5,0.75
handbook-191,1,1,0.75,1.0,1,0,0.5,0.75,1,0,0.25,0.5,1,0,0.5,0.75
handbook-192,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.25,0.25,1,1,1.0,0.75
handbook-194,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.5,1.0,1,1,0.25,1.0
handbook-195,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.75
handbook-196,1,0,0.5,0.75,1,0,0.0,0.5,1,0,1.0,1.0,1,0,1.0,1.0
handbook-197,1,1,0.75,0.5,1,1,0.75,0.75,1,1,1.0,1.0,0,1,0.0,0.25
handbook-200,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.0,0.5,1,1,0.75,0.75
handbook-201,1,0,0.5,0.75,1,1,1.0,1.0,1,1,0.75,1.0,1,0,0.0,0.25
handbook-202,1,1,1.0,1.0,1,1,0.5,0.5,1,1,1.0,0.75,1,1,0.25,0.75
handbook-203,0,1,0.25,0.25,0,1,0.25,0.5,1,1,1.0,0.75,1,1,0.5,0.75
handbook-205,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.5,0.75,1,1,1.0,1.0
handbook-206,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0,1,1,0.25,1.0
handbook-208,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.25,0.5,1,1,1.0,0.75
handbook-209,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,0,0.0,0.25
handbook-210,1,1,0.5,0.75,1,0,0.0,0.5,1,1,1.0,1.0,1,1,1.0,1.0
handbook-211,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,1.0,0,0,0.0,0.25
handbook-212,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75,1,0,0.25,0.75
handbook-216,1,1,1.0,1.0,0,1,0.25,0.5,1,1,0.75,0.75,1,1,1.0,1.0
handbook-217,1,1,1.0,1.0,1,1,0.5,1.0,1,1,0.75,1.0,1,1,0.75,1.0
handbook-219,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.5,0.75
handbook-220,0,1,0.5,0.75,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-223,1,1,0.75,1.0,1,1,0.5,1.0,1,1,0.75,1.0,1,1,1.0,1.0
handbook-224,1,0,1.0,0.75,1,0,0.25,0.75,1,0,0.5,0.75,1,0,1.0,1.0
handbook-225,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-227,0,1,0.5,0.75,0,1,0.25,0.5,1,1,1.0,1.0,1,1,1.0,1.0
handbook-228,1,1,1.0,1.0,1,1,0.0,1.0,1,1,0.0,0.75,1,1,0.75,1.0
handbook-229,1,1,1.0,1.0,1,0,0.5,0.75,1,1,0.75,1.0,1,1,1.0,1.0
handbook-231,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-233,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.75,1,1,1.0,0.75
handbook-236,1,1,1.0,1.0,1,1,0.25,0.75,1,1,0.75,1.0,1,1,0.75,1.0
handbook-237,1,1,1.0,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,0.75,1.0
handbook-238,0,1,0.5,0.75,1,1,0.25,0.75,0,1,0.5,0.75,0,1,0.0,0.5
handbook-239,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.5,0.75
handbook-241,1,1,1.0,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-246,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75,1,1,0.5,0.75
handbook-247,1,1,0.75,1.0,1,1,0.75,1.0,0,1,0.0,0.5,1,1,1.0,1.0
handbook-248,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-249,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.5,0.75,1,1,0.75,0.5
handbook-250,1,1,0.75,0.75,1,1,0.5,0.5,1,1,0.25,0.5,1,1,1.0,1.0
handbook-251,1,1,1.0,1.0,1,0,0.75,0.75,1,1,0.25,0.5,0,0,0.5,0.5
handbook-252,0,0,0.25,0.75,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0
handbook-253,1,0,0.5,0.75,1,0,0.5,0.75,1,0,1.0,0.75,1,0,1.0,1.0
handbook-254,1,1,1.0,1.0,1,0,0.75,0.75,1,1,0.75,0.75,1,0,0.5,0.75
handbook-255,1,1,1.0,1.0,0,0,0.0,0.25,0,0,0.0,0.25,1,1,1.0,1.0
handbook-256,1,1,0.5,0.75,1,1,0.75,0.75,1,1,1.0,0.75,1,1,1.0,1.0
handbook-257,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75
handbook-258,1,1,1.0,1.0,1,1,1.0,0.75,1,1,1.0,0.75,1,1,1.0,1.0
handbook-259,1,1,0.75,0.75,1,1,1.0,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-260,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-261,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-262,0,1,0.75,0.75,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.5,1.0
handbook-263,1,1,1.0,1.0,0,0,0.0,0.25,1,1,0.5,0.75,1,1,1.0,1.0
handbook-264,1,1,0.75,1.0,1,1,0.5,0.75,1,1,0.75,1.0,1,1,0.5,0.5
handbook-265,1,0,0.75,0.75,1,1,1.0,1.0,0,0,0.0,0.25,1,0,1.0,0.75
handbook-266,1,0,0.75,0.75,1,0,0.75,0.75,1,0,0.5,0.75,1,0,0.25,0.5
handbook-267,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,0,0.5,0.75
handbook-268,1,1,0.75,1.0,1,1,0.5,1.0,1,1,0.75,1.0,1,1,0.25,0.75
handbook-269,1,1,1.0,1.0,1,0,0.0,0.75,1,1,0.75,0.75,1,1,0.5,0.75
handbook-270,1,1,1.0,1.0,0,0,0.0,0.25,1,1,0.75,0.75,1,0,0.75,0.75
handbook-271,1,0,0.25,0.75,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.25,0.75
handbook-276,1,1,1.0,1.0,1,0,0.25,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-277,1,1,1.0,1.0,1,1,0.5,1.0,0,0,0.0,0.25,1,1,1.0,1.0
handbook-278,1,1,0.25,1.0,1,1,0.5,0.75,1,1,0.75,0.75,1,1,0.75,1.0
handbook-283,1,1,1.0,1.0,1,0,0.75,0.75,1,1,1.0,1.0,1,1,0.75,0.75
handbook-290,1,1,1.0,1.0,1,0,0.5,0.5,1,1,1.0,0.75,1,1,1.0,1.0
handbook-291,1,1,1.0,1.0,1,1,1.0,1.0,0,1,0.5,0.5,1,1,1.0,1.0
handbook-292,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.75,1,0,0.25,0.75
handbook-293,1,1,1.0,1.0,1,1,1.0,0.75,1,1,1.0,1.0,1,0,0.75,0.5
handbook-294,1,1,0.75,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,1,1.0,1.0
handbook-295,1,1,0.75,1.0,1,1,0.75,1.0,1,1,0.25,0.5,1,1,1.0,1.0
handbook-296,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-297,0,1,0.25,0.5,1,1,0.75,1.0,1,1,1.0,1.0,0,1,0.25,0.25
handbook-299,1,1,1.0,1.0,1,1,0.25,0.5,1,1,0.5,0.75,1,1,1.0,1.0
handbook-300,1,1,1.0,1.0,1,1,0.75,0.75,1,1,0.0,0.75,1,0,0.75,0.75
handbook-301,1,1,0.5,0.75,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,1.0
handbook-302,1,1,0.75,0.75,1,1,1.0,1.0,1,1,1.0,0.75,1,1,1.0,1.0
handbook-303,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,0.75,1,1,1.0,1.0
handbook-304,1,1,1.0,1.0,1,0,0.5,0.5,1,1,1.0,1.0,1,0,0.25,0.5
handbook-305,1,1,0.5,0.75,1,1,0.25,0.75,1,1,0.75,0.75,0,1,0.25,0.5
handbook-306,1,1,1.0,1.0,1,1,0.5,0.75,1,1,0.75,0.75,1,1,1.0,1.0
handbook-307,1,1,1.0,1.0,1,0,0.75,0.75,1,1,1.0,1.0,1,0,1.0,0.75
handbook-308,1,1,1.0,1.0,1,1,0.75,1.0,1,1,1.0,1.0,1,0,0.25,0.75
handbook-309,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.75,1.0,1,1,0.75,0.75
